message_id,relevance_0_3,asset,implied_direction,event_type,reason
9936,3,BTC,bullish,whale-flows,"massive Strategy BTC purchase, largest yet ($2.46B)"
9938,3,crypto-broad,bullish,etf,SEC allows in-kind BTC/ETH ETF creation/redemption
9939,2,macro,bearish,geopolitics,new tariff plus penalty on India
9942,2,crypto-broad,bullish,adoption,major bank partners with Coinbase
9944,2,macro,bullish,macro-policy,stronger-than-expected GDP growth
9945,2,BTC,bearish,regulation,anticipated report omits key BTC reserve details
9946,0,BTC,bullish,opinion,"rhetorical quote, no new info"
9948,2,macro,bearish,macro-policy,Treasury Sec sets expectations ahead of FOMC
9950,3,macro,bearish,macro-policy,"actual FOMC rate decision, held steady"
9951,0,other,neutral,opinion,unrelated political accusation
9953,1,macro,bullish,opinion,speculative presidential remark on future cuts
9954,1,macro,neutral,macro-policy,Fed chair declines to commit on future cuts
9955,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
9956,0,crypto-broad,bullish,opinion,"promotional video, no new info"
9957,1,crypto-broad,bullish,opinion,"White House rhetoric, no new action"
9958,2,crypto-broad,bullish,etf,new Solana ETF filing
9959,1,BTC,bullish,opinion,"official pro-BTC rhetoric, no new action"
9961,0,other,neutral,opinion,unrelated political denial
9962,2,macro,bullish,geopolitics,"new trade deal with South Korea, tariff terms set"
9963,1,macro,bearish,geopolitics,dismissive rhetoric toward India/Russia economies
9966,1,macro,neutral,opinion,"one congressman's stance, unlikely to pass"
9968,1,macro,bullish,opinion,repeat Powell attack rhetoric
9970,0,equities,neutral,company-news,"equities-only, not crypto-relevant"
9972,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
9973,2,crypto-broad,bullish,opinion,major bank CEO shifts stance positively on stablecoins
9974,3,crypto-broad,bullish,regulation,SEC launches major pro-crypto regulatory initiative
9975,3,crypto-broad,bullish,regulation,SEC chair signals broad non-security classification
9976,1,crypto-broad,bullish,regulation,repeat priority statement
9977,1,crypto-broad,bullish,opinion,SEC chair rhetoric on tokenization demand
9978,0,other,neutral,regulation,unrelated pharma pricing order
9980,0,macro,neutral,regulation,unrelated Congress stock-trading ethics policy
9981,0,other,neutral,other,unrelated political mishap
9982,0,crypto-broad,bullish,opinion,"generic opinion, no new info"
9984,3,BTC,bullish,whale-flows,major capital raise specifically to buy more BTC ($4.2B)
9986,2,crypto-broad,bullish,company-news,Coinbase launches tokenized stocks and prediction markets
9987,2,BTC,bullish,whale-flows,corporate BTC purchase disclosure ($222M)
9989,1,BTC,bullish,whale-flows,"holdings disclosure, not a new purchase"
9990,1,BTC,bullish,opinion,"corporate price prediction, not new info"
9991,2,macro,bearish,geopolitics,tariff on Canada raised further
9993,1,BTC,bearish,other,"price milestone, no new info"
9995,2,crypto-broad,bearish,whale-flows,large liquidation over 4 hours
9996,3,macro,bearish,macro-policy,"weak jobs report, big miss vs expectations"
9997,1,macro,bullish,opinion,repeat Powell attack rhetoric
9999,1,crypto-broad,bullish,opinion,Treasury Secretary vague supportive statement
10000,1,crypto-broad,bullish,opinion,Treasury Secretary supportive rhetoric
10001,2,crypto-broad,bearish,whale-flows,large 24h liquidation total
10002,1,crypto-broad,bullish,regulation,SEC to host crypto roundtables
10003,1,macro,bearish,macro-policy,president disputes credibility of jobs data
10004,2,macro,ambiguous,macro-policy,Fed board resignation opens door for new appointee
10005,1,macro,bearish,macro-policy,president claims jobs data rigged
10006,1,crypto-broad,bearish,other,"price milestone, no new info"
10008,3,equities,bearish,other,massive single-day equity market-cap loss
10009,1,BTC,bullish,opinion,presidential family member buy-the-dip call
10012,1,macro,bullish,opinion,vague optimistic economic forecast
10013,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
10014,0,BTC,neutral,other,historical trivia
10015,1,BTC,bullish,other,"price milestone, no new info"
10017,1,BTC,bullish,whale-flows,moderate incremental corporate BTC buy
10020,2,macro,neutral,macro-policy,anticipated key Fed/BLS personnel announcements
10021,0,other,neutral,opinion,"political insult, no new info"
10023,2,macro,bearish,geopolitics,tariff on India set to rise further
10024,1,crypto-broad,bullish,other,"price milestone, no new info"
10026,2,equities,bullish,other,large single-day equity market-cap gain
10027,2,crypto-broad,bullish,regulation,CFTC initiative for spot crypto trading on federal exchanges
10028,2,crypto-broad,bullish,regulation,planned executive order against crypto debanking
10029,2,macro,bullish,macro-policy,major bank forecasts September rate cut
10031,1,crypto-broad,bullish,adoption,Coinbase PayPal integration for Canadian users
10033,0,other,neutral,company-news,unrelated open-source AI model release
10034,3,crypto-broad,bullish,regulation,SEC formally clarifies liquid staking is not a security
10035,1,macro,bullish,macro-policy,repeat Powell-replacement speculation
10036,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10038,3,macro,bearish,geopolitics,executive order imposing major new tariff on India
10041,0,other,neutral,other,unrelated presidential salary donation
10042,1,crypto-broad,bullish,regulation,Dubai approves crypto options license
10043,2,macro,bearish,geopolitics,coordinated bloc response to US tariffs floated
10044,3,crypto-broad,bullish,regulation,"China reverses stance, allows first stablecoin"
10045,2,macro,bullish,geopolitics,major domestic investment pledge announced
10047,3,macro,bearish,geopolitics,steep blanket tariff on critical semiconductor sector
10048,0,other,neutral,opinion,unrelated political feud softening
10050,1,macro,bearish,opinion,official criticizes Fed chair on housing impact
10051,2,macro,ambiguous,geopolitics,reciprocal tariffs take effect at midnight
10052,3,crypto-broad,bullish,regulation,anticipated major executive order opening 401k to crypto
10053,1,BTC,bullish,other,"price milestone, no new info"
10054,2,macro,bullish,macro-policy,"major central bank rate cut, risk-on signal"
10055,1,equities,bullish,other,broad earnings beat despite tariffs
10056,2,crypto-broad,bullish,regulation,anticipated executive order against crypto debanking
10057,0,other,neutral,company-news,unrelated AI product launch
10058,0,other,neutral,opinion,unrelated AI rivalry commentary
10061,1,BTC,bullish,other,"price milestone, no new info"
10063,3,crypto-broad,bullish,regulation,landmark executive order opens $12.5T 401k market to crypto
10064,1,macro,neutral,macro-policy,anticipatory 'major announcement' teaser
10065,2,crypto-broad,bullish,regulation,executive order formally signed against crypto debanking
10066,1,macro,bearish,geopolitics,new tariff on gold bars
10068,0,none,neutral,other,unrelated video-game release date
10069,3,crypto-broad,bullish,regulation,landmark XRP case formally closed
10070,1,crypto-broad,bullish,opinion,official touts reach of new crypto executive orders
10071,1,crypto-broad,bullish,other,"price milestone, no new info"
10073,2,macro,bearish,macro-policy,large Canadian labor-market decline
10075,1,crypto-broad,bullish,other,"price milestone, no new info"
10077,1,crypto-broad,bullish,whale-flows,modest short liquidation
10078,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10079,1,macro,neutral,macro-policy,"personnel change, low direct market relevance"
10082,2,BTC,bullish,whale-flows,major university endowment BTC ETF allocation
10084,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10087,0,crypto-broad,bullish,opinion,"rhetorical quote, no new info"
10089,1,crypto-broad,bullish,other,"price milestone, no new info"
10091,2,crypto-broad,bullish,whale-flows,large short-liquidation cascade
10092,1,crypto-broad,bullish,other,"price milestone, no new info"
10094,1,macro,bearish,macro-policy,"debt-level milestone, ongoing trend"
10095,1,crypto-broad,ambiguous,company-news,key crypto policy official departs
10096,1,crypto-broad,bullish,other,"market-cap milestone, no new info"
10097,1,crypto-broad,bullish,other,"price milestone, no new info"
10100,0,other,neutral,opinion,unrelated political accusation
10102,1,crypto-broad,bullish,other,"market-cap ranking milestone, no new info"
10104,1,BTC,bullish,other,"price milestone, no new info"
10106,0,crypto-broad,bullish,other,"weekly recap digest, repeat info"
10107,1,BTC,bullish,other,"price milestone, no new info"
10109,2,equities,bearish,regulation,unusual govt revenue-share deal on chip exports to China
10110,1,BTC,bullish,other,"price milestone, no new info"
10111,1,BTC,bullish,whale-flows,moderate short liquidation
10112,1,BTC,bullish,other,"price milestone, no new info"
10114,2,BTC,bullish,other,rapid consecutive ATH-adjacent milestones
10116,0,macro,bullish,opinion,vague tariff-benefit rhetoric
10117,2,crypto-broad,bullish,other,market-wide all-time-high milestone
10118,1,macro,bullish,geopolitics,confirms gold exempt from tariffs
10120,2,macro,bullish,geopolitics,trade truce extension reduces near-term risk
10121,0,other,neutral,other,unrelated product outage
10122,2,crypto-broad,bullish,etf,strong ETH ETF trading-volume day
10123,0,other,neutral,other,unrelated corporate legal dispute
10125,1,BTC,bullish,whale-flows,moderate incremental corporate BTC buy
10127,2,macro,neutral,macro-policy,"inflation print in line with prior, no surprise"
10128,1,crypto-broad,bullish,other,"price milestone, no new info"
10130,1,crypto-broad,bullish,whale-flows,modest short liquidation
10132,2,macro,bearish,macro-policy,escalated legal threat against Fed chair
10134,1,crypto-broad,bullish,other,"price milestone, no new info"
10136,1,crypto-broad,bullish,other,"price milestone, no new info"
10138,2,macro,bullish,macro-policy,Treasury Sec pushes for large 50bps rate cut
10139,2,crypto-broad,bullish,whale-flows,large short-liquidation cascade
10140,1,macro,bearish,geopolitics,Treasury Sec says India uncooperative in trade talks
10141,2,crypto-broad,bullish,whale-flows,large single-day market-cap inflow
10142,1,macro,bearish,macro-policy,debt-level milestone commentary
10144,1,crypto-broad,bullish,other,"price milestone, no new info"
10146,1,crypto-broad,bullish,opinion,analyst price-target raise
10148,1,BTC,bullish,other,"price milestone, no new info"
10150,1,macro,bullish,opinion,repeat aggressive rate-cut demand
10151,0,macro,neutral,regulation,unrelated Congress stock-trading ethics policy
10153,0,other,neutral,other,unrelated fraud indictment
10154,1,BTC,bullish,whale-flows,"holdings value milestone, no new purchase"
10155,1,BTC,bullish,adoption,sovereign reserve unrealized-profit update
10157,2,crypto-broad,bullish,regulation,Google reverses restrictive crypto-wallet policy
10158,3,BTC,bullish,other,fresh all-time-high milestone
10160,1,BTC,bullish,other,"market-cap ranking milestone, no new info"
10162,1,BTC,bullish,other,"price milestone, no new info"
10164,3,macro,bearish,macro-policy,hot producer-price inflation surprise
10165,3,crypto-broad,bearish,whale-flows,very fast large liquidation in 20 minutes
10166,3,crypto-broad,bearish,whale-flows,massive single-day market-cap loss
10167,2,BTC,bearish,macro-policy,Treasury explicitly denies BTC accumulation plan
10168,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10170,1,crypto-broad,bullish,regulation,anticipated SEC Project Crypto discussion
10171,1,crypto-broad,bullish,adoption,major bank adds stablecoin payments/custody
10172,2,BTC,bullish,macro-policy,Treasury reopens possibility of BTC accumulation
10174,1,macro,neutral,macro-policy,anticipated Fed chair policy speech
10176,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
10177,1,macro,bearish,geopolitics,president disparages China's economy
10178,1,crypto-broad,bullish,regulation,"SEC chair rhetoric, no new action"
10179,3,crypto-broad,bullish,regulation,Fed formally ends crypto debanking scrutiny program
10180,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10182,2,crypto-broad,bullish,etf,new Dogecoin ETF S-1 filing
10183,2,crypto-broad,bullish,etf,record weekly ETF trading volume
10184,0,BTC,bullish,opinion,vague buy-the-dip call
10187,0,BTC,neutral,other,historical trivia
10188,1,BTC,bullish,whale-flows,moderate incremental corporate BTC buy
10190,1,crypto-broad,bearish,whale-flows,moderate long liquidation
10191,1,crypto-broad,bullish,adoption,tourist crypto-to-fiat conversion program
10192,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10193,1,equities,neutral,other,unrelated equity-ownership talks
10195,1,crypto-broad,bullish,opinion,Treasury Secretary supportive stablecoin rhetoric
10198,1,macro,neutral,macro-policy,tariff revenue earmarked for debt paydown
10199,2,crypto-broad,bullish,whale-flows,large corporate ETH treasury purchase ($667M)
10200,1,crypto-broad,bullish,adoption,new token listing on major platform
10201,1,crypto-broad,bullish,regulation,anticipated Project Crypto discussion
10202,2,crypto-broad,bullish,adoption,first US state launches own stablecoin
10203,1,crypto-broad,bullish,regulation,SEC outreach to early-stage crypto projects
10204,0,macro,neutral,opinion,unrelated property-tax proposal
10206,1,crypto-broad,bullish,regulation,"SEC framework rhetoric, no concrete rule yet"
10207,1,macro,bullish,opinion,"repeat Powell criticism, rate-cut demand"
10209,1,macro,bearish,macro-policy,"non-US inflation data, indirect relevance"
10210,1,crypto-broad,bullish,opinion,bank projects large stablecoin market
10211,2,crypto-broad,bullish,regulation,China considers major new yuan stablecoin framework
10212,2,macro,bearish,macro-policy,criminal referral against sitting Fed governor
10213,2,macro,bearish,macro-policy,president calls for Fed governor resignation
10215,1,crypto-broad,bullish,opinion,Fed governor supportive stablecoin remark
10216,0,BTC,bullish,opinion,"long-horizon speculative prediction, not tradeable"
10217,1,crypto-broad,bullish,other,altcoin all-time high
10219,2,macro,bearish,macro-policy,"Fed governor resists pressure, prolongs uncertainty"
10220,2,macro,bullish,geopolitics,confirmed major EU trade deal with investment terms
10221,0,other,neutral,other,unrelated legal-penalty reversal
10222,2,macro,bearish,macro-policy,market-implied rate-cut odds decline
10224,2,macro,bearish,macro-policy,DOJ escalates pressure to remove Fed governor
10225,2,crypto-broad,bullish,regulation,DOJ narrows criminal-enforcement scope for DeFi devs
10226,1,crypto-broad,bullish,regulation,CFTC launches crypto policy initiative
10227,1,macro,bearish,geopolitics,China aligns with India against US tariffs
10230,1,crypto-broad,bearish,other,"celebrity memecoin crash, narrow segment"
10232,2,crypto-broad,bullish,regulation,EU accelerates major digital-euro stablecoin plan
10235,3,macro,bullish,macro-policy,Fed chair signals dovish pivot on rate cuts
10236,1,crypto-broad,bullish,other,"price milestone, no new info"
10238,1,crypto-broad,bullish,other,"price milestone, no new info"
10240,1,BTC,bullish,other,"price milestone, no new info"
10242,1,macro,bullish,geopolitics,Canada removes retaliatory tariffs on US goods
10243,2,crypto-broad,bullish,whale-flows,large short-liquidation cascade
10244,1,crypto-broad,bullish,other,"market-cap milestone, no new info"
10245,1,crypto-broad,bullish,other,"price milestone, no new info"
10247,1,crypto-broad,bullish,other,"prediction-market odds, not confirmed"
10249,2,macro,bearish,macro-policy,president threatens to fire Fed governor
10250,1,crypto-broad,bullish,other,"price milestone, no new info"
10252,1,macro,bullish,opinion,repeat Powell criticism
10254,1,crypto-broad,bullish,other,altcoin all-time high
10256,1,crypto-broad,ambiguous,company-news,key IRS crypto official departs
10257,2,equities,bullish,other,large single-day equity market-cap gain
10258,1,equities,neutral,other,"unusual govt equity stake, not crypto-relevant"
10260,3,crypto-broad,bullish,other,fresh all-time-high milestone
10262,1,crypto-broad,bullish,other,"price milestone, no new info"
10264,2,crypto-broad,bullish,etf,new XRP ETF S-1 filing
10265,3,crypto-broad,bullish,whale-flows,massive single-day market-cap inflow ($250B)
10266,0,BTC,bullish,opinion,"speculative price prediction, not new info"
10268,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10270,3,crypto-broad,bullish,other,fresh all-time-high milestone
10272,2,crypto-broad,bearish,whale-flows,large fast long-liquidation cascade
10273,1,BTC,bullish,whale-flows,small incremental corporate BTC buy
10275,1,crypto-broad,bullish,etf,new Avalanche ETF S-1 filing
10276,2,BTC,bullish,whale-flows,large corporate BTC purchase ($342M)
10277,1,crypto-broad,bullish,adoption,new crypto-linked credit card product
10278,0,other,neutral,other,unrelated corporate antitrust lawsuit
10281,0,other,neutral,opinion,unrelated drug-price rhetoric
10282,1,macro,ambiguous,macro-policy,govt signals more equity stakes in companies
10283,2,BTC,bearish,other,significant pullback from recent highs
10284,3,macro,bearish,macro-policy,unprecedented firing of sitting Fed governor
10286,2,macro,bearish,macro-policy,"governor disputes legality, prolongs uncertainty"
10288,2,crypto-broad,bullish,whale-flows,large corporate ETH treasury purchase ($252M)
10289,1,crypto-broad,bullish,whale-flows,notable political-family investment in crypto platform
10291,1,crypto-broad,bullish,adoption,govt to publish economic data on blockchain
10292,0,other,neutral,other,unrelated corporate branding reversal
10294,2,BTC,bullish,whale-flows,large capital raise for future BTC purchases
10295,2,macro,bullish,geopolitics,EU proposes removing tariffs on US industrial goods
10297,0,equities,bullish,company-news,unrelated equities earnings beat
10298,0,BTC,neutral,other,historical trivia/tribute
10300,2,macro,bullish,macro-policy,"upward GDP revision, best quarter in years"
10301,2,crypto-broad,bullish,adoption,federal agency partners for onchain economic data
10303,0,crypto-broad,bullish,opinion,repeat agency rhetoric
10304,1,BTC,bullish,opinion,major bank calls BTC undervalued vs gold
10305,1,crypto-broad,bullish,regulation,CFTC clarification on offshore exchange access
10306,1,equities,bullish,other,equities record close
10307,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
10308,0,BTC,bullish,opinion,"rhetorical family endorsement, no new info"
10310,2,macro,bearish,macro-policy,large Canadian GDP contraction
10312,0,crypto-broad,bullish,opinion,"generic opinion, no new info"
10314,3,macro,bullish,geopolitics,major court ruling finds Trump tariffs illegal
10315,2,macro,ambiguous,geopolitics,administration defies adverse tariff ruling
10316,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10318,2,BTC,bullish,whale-flows,"reaches 20,000 BTC corporate holding milestone"
10320,2,macro,bullish,geopolitics,India reportedly offers to cut tariffs to zero
10321,1,macro,bearish,macro-policy,speculation of national housing emergency declaration
10322,1,macro,bullish,other,"gold record high, safe-haven/inflation signal"
10324,1,BTC,bullish,other,"price milestone, no new info"
10325,0,equities,bearish,opinion,pundit seasonal-weakness comment
10326,2,BTC,bullish,whale-flows,large corporate BTC purchase ($444M)
10327,1,crypto-broad,ambiguous,other,"politician memecoin launch, novelty"
10328,2,macro,ambiguous,geopolitics,emergency response to adverse tariff ruling
10329,0,macro,neutral,opinion,vague market-uncertainty rhetoric
10330,1,crypto-broad,bearish,whale-flows,modest ETH Foundation sale
10331,2,crypto-broad,bullish,regulation,SEC/CFTC allow spot crypto trading on registered exchanges
10332,0,equities,neutral,company-news,unrelated antitrust ruling
10334,1,macro,neutral,macro-policy,fiscal data point on tariff revenue
10335,2,macro,bullish,macro-policy,Fed governor signals multiple cuts ahead
10336,1,macro,bullish,other,gold record high
10338,1,crypto-broad,bullish,regulation,Fed conference covering crypto topics
10339,1,macro,ambiguous,geopolitics,speculative tax-policy proposal via tariffs
10340,2,crypto-broad,bullish,regulation,formal CFTC approval for crypto prediction market
10342,0,macro,neutral,opinion,unrelated Congress trading-ban proposal
10343,0,equities,neutral,regulation,unrelated EU privacy fine on Google
10345,2,macro,bearish,macro-policy,escalation to full criminal investigation of Fed governor
10347,2,crypto-broad,bullish,regulation,SEC unveils rulemaking plan to reform crypto rules
10348,1,macro,bearish,opinion,bank calls dollar overvalued
10350,2,BTC,bullish,other,BTC-holding company nears major index inclusion
10351,0,crypto-broad,bullish,opinion,repeat priority statement
10353,0,crypto-broad,bullish,opinion,"repeat statement, no new info"
10354,1,macro,ambiguous,adoption,sovereign BTC-holder diversifies into gold
10356,0,equities,neutral,company-news,unrelated executive pay package
10358,1,macro,bullish,other,gold record high
10360,3,macro,bearish,macro-policy,significant labor-market deterioration
10361,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
10362,2,macro,bullish,macro-policy,major bank projects two rate cuts this year
10364,1,macro,bullish,opinion,repeat Powell criticism
10366,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
10367,1,macro,bearish,macro-policy,youth unemployment data point
10368,0,crypto-broad,bullish,opinion,"rhetorical growth claim, no new info"
10369,1,macro,bearish,geopolitics,considering outsourcing restrictions on India
10371,1,macro,bullish,other,gold record high
10373,1,macro,ambiguous,geopolitics,major trade-agreement renegotiation begins
10376,2,crypto-broad,bullish,adoption,first Solana treasury company approved for Nasdaq
10377,2,BTC,bearish,other,BTC-holding company denied major index inclusion
10378,2,equities,bullish,company-news,crypto-adjacent fintech joins major index
10380,0,other,neutral,opinion,unrelated political immigration remark
10381,0,BTC,bullish,opinion,"vague hint, no new info"
10383,1,BTC,neutral,opinion,stablecoin issuer clarifies reserve-composition rumor
10386,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10387,2,crypto-broad,bullish,regulation,major exchange files for tokenized stock listings
10388,1,macro,bullish,other,gold record high
10390,1,macro,ambiguous,regulation,"unrelated agency-independence ruling, precedent-relevant"
10391,1,crypto-broad,bullish,regulation,committee urges Senate action on market-structure bill
10392,2,crypto-broad,bearish,hack-exploit,supply-chain hack warning across crypto ecosystem
10393,0,crypto-broad,bullish,opinion,"rhetorical quote, no new info"
10394,1,crypto-broad,bullish,regulation,anticipated SEC public crypto roundtable
10395,1,macro,bullish,other,gold record high
10397,2,crypto-broad,bullish,adoption,major exchange invests in crypto exchange
10398,1,crypto-broad,bullish,regulation,new country crypto trading trial program
10399,2,crypto-broad,bullish,adoption,major exchange launches continuous crypto futures
10400,3,macro,bearish,macro-policy,"largest-ever payroll revision, major labor-data shock"
10401,1,BTC,bullish,opinion,official reaffirms Strategic Bitcoin Reserve priority
10403,1,crypto-broad,ambiguous,company-news,board-seat removal due to listing rules
10404,2,macro,bullish,opinion,major asset-manager exec calls for large rate cut
10406,0,other,neutral,company-news,unrelated Apple product launch
10407,0,other,neutral,company-news,unrelated Apple product launch
10411,0,other,neutral,company-news,unrelated Apple product launch
10415,0,other,neutral,company-news,unrelated Apple product launch
10419,0,other,neutral,company-news,unrelated Apple product pricing
10423,0,BTC,bullish,other,"purchasing-power trivia, no new info"
10424,1,macro,neutral,geopolitics,"ongoing trade-negotiation update, no deal yet"
10425,2,macro,bearish,macro-policy,"court blocks removal, prolongs Fed leadership uncertainty"
10427,1,crypto-broad,bearish,regulation,India reluctance to regulate crypto formally
10428,2,macro,bullish,macro-policy,cooler-than-expected producer-price data
10429,1,macro,bullish,opinion,repeat Powell attack rhetoric
10431,1,crypto-broad,bullish,adoption,major asset manager partners with Binance
10432,1,BTC,bullish,other,"price milestone, no new info"
10434,2,crypto-broad,bearish,etf,"SEC delays ETH ETF staking approval, minor setback"
10435,1,crypto-broad,bullish,regulation,SEC chair rhetoric on onchain capital raising
10436,0,crypto-broad,neutral,opinion,"bank assessment, no new info"
10437,3,macro,bearish,macro-policy,CPI print hotter than prior month
10438,1,macro,bullish,macro-policy,"large mortgage-rate drop, easing conditions"
10439,2,crypto-broad,bullish,adoption,major asset manager to tokenize funds on blockchain
10440,2,crypto-broad,bullish,adoption,major asset manager explores tradable ETF tokens
10441,1,equities,bullish,other,equities record close
10443,2,crypto-broad,bullish,etf,procedural DTCC listing ahead of possible ETF trading
10444,1,BTC,bullish,other,"price milestone, no new info"
10446,1,BTC,bullish,other,"price milestone, no new info"
10448,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
10449,1,crypto-broad,bullish,other,"price milestone, no new info"
10451,1,crypto-broad,bullish,adoption,new short-interval crypto prediction-market product
10452,2,crypto-broad,bullish,adoption,major stablecoin issuer launches US-regulated product
10453,2,macro,bullish,macro-policy,major bank expects rate cut next week
10455,1,crypto-broad,bullish,company-news,large VC valuation offers for prediction platform
10456,2,crypto-broad,bullish,whale-flows,large single-day market-cap inflow
10457,0,crypto-broad,bullish,opinion,"generic opinion, no new info"
10459,0,BTC,bullish,opinion,"vague hint, no new info"
10460,1,crypto-broad,bullish,regulation,SEC shifts to warnings-first enforcement posture
10461,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10462,1,equities,ambiguous,regulation,proposed change to earnings reporting frequency
10463,2,crypto-broad,bullish,whale-flows,very large SOL purchase by major fund ($1.58B)
10464,2,crypto-broad,bullish,adoption,major payments platform integrates BTC/ETH into P2P system
10467,1,macro,neutral,geopolitics,anticipated call to finalize TikTok deal
10469,1,macro,bullish,other,gold record high
10471,1,equities,bullish,other,"equities record close, first time above level"
10473,2,BTC,bullish,regulation,direct lobbying push for Strategic Bitcoin Reserve bill
10474,2,macro,bearish,macro-policy,appeals court blocks Fed governor removal before FOMC
10475,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10477,2,crypto-broad,bullish,adoption,major tech giant integrates crypto payments protocol
10479,0,other,neutral,other,unrelated rare-earth mining fund talks
10480,1,macro,bullish,other,gold record high
10482,2,crypto-broad,bullish,regulation,new US-UK crypto cooperation deal announced
10483,1,crypto-broad,bullish,other,altcoin all-time high
10485,1,BTC,bullish,regulation,continued lobbying visibility for SBR bill
10487,1,BTC,bullish,other,"price milestone, no new info"
10489,1,equities,bearish,geopolitics,"China chip-purchase ban, indirect risk-off"
10491,0,crypto-broad,bullish,opinion,"rhetorical quote, no new info"
10492,3,macro,bullish,macro-policy,"actual FOMC rate-cut decision, 25bps"
10493,2,macro,bearish,macro-policy,hawkish-leaning pushback after cut
10494,2,macro,bearish,macro-policy,Fed chair downgrades job-market assessment
10495,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
10496,1,macro,bearish,macro-policy,Fed chair confirms economic slowdown
10497,1,macro,neutral,macro-policy,Fed chair comments on tariff pass-through
10498,0,crypto-broad,bullish,opinion,"generic opinion, no new info"
10499,0,BTC,neutral,other,symbolic novelty statue event
10500,3,crypto-broad,bullish,regulation,SEC streamlines crypto ETF approval process broadly
10501,2,crypto-broad,bullish,etf,SEC approves multi-crypto fund for trading
10502,1,crypto-broad,bullish,opinion,"CEO lobbying update, no new info"
10504,1,crypto-broad,bullish,other,altcoin all-time high
10506,0,equities,neutral,company-news,unrelated chip-industry investment
10508,0,macro,bullish,opinion,vague investment-total rhetoric
10509,0,macro,bullish,opinion,vague market-optimism rhetoric
10511,1,crypto-broad,bullish,etf,fund trading launch announced for next day
10512,1,crypto-broad,bullish,other,"price milestone, no new info"
10514,1,equities,bullish,other,equities record close
10516,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
10517,1,crypto-broad,bullish,etf,multi-crypto fund trading goes live
10518,1,crypto-broad,bullish,adoption,wallet adds in-app perpetuals trading
10519,0,crypto-broad,neutral,opinion,"exec insult toward former regulator, no new info"
10521,1,macro,bullish,macro-policy,Fed governor downplays tariff inflation impact
10522,1,macro,bullish,geopolitics,president confirms TikTok deal approved
10525,1,crypto-broad,bearish,whale-flows,moderate long liquidation
10526,0,other,neutral,other,"unrelated Russian domestic policy, fringe source"
10528,1,macro,bearish,geopolitics,proposed steep new visa fee
10529,2,macro,bearish,geopolitics,formal executive order confirms steep visa fee
10530,0,BTC,neutral,other,nostalgic trivia anecdote
10531,1,crypto-broad,bullish,other,altcoin all-time high
10533,1,macro,bullish,geopolitics,clarification softens prior visa-fee policy impact
10534,0,BTC,bullish,opinion,"vague hint, no new info"
10535,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10537,0,crypto-broad,bullish,opinion,"generic opinion, no new info"
10539,0,other,neutral,other,unrelated political photo-op
10540,2,crypto-broad,bearish,whale-flows,large long-liquidation cascade
10541,1,BTC,bearish,other,"price milestone, no new info"
10542,3,crypto-broad,bearish,whale-flows,massive fast liquidation cascade ($1B/30min)
10543,3,BTC,bullish,whale-flows,very large corporate BTC purchase ($633M)
10545,1,macro,bullish,other,gold record high
10547,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10548,1,crypto-broad,bullish,regulation,US-UK task force on crypto regulation
10549,1,BTC,bullish,opinion,bank speculates on future central-bank BTC holdings
10551,1,crypto-broad,bullish,regulation,lawmakers push SEC to implement 401k crypto order
10553,1,crypto-broad,bullish,etf,procedural DOGE ETF listing
10554,0,crypto-broad,bearish,opinion,"pundit wants rally pause, contrarian-ish"
10556,1,crypto-broad,bullish,regulation,White House expects market-structure bill to pass
10557,1,BTC,bullish,adoption,new BTC credit-card partnership
10560,2,crypto-broad,bullish,regulation,SEC eases path for crypto product launches
10561,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10563,2,crypto-broad,bullish,adoption,major brokerage to offer crypto trading in 2026
10565,0,equities,neutral,company-news,unrelated AI-chip competition news
10568,0,macro,bullish,opinion,vague market-optimism rhetoric
10570,0,other,neutral,other,unrelated political/media controversy
10572,1,crypto-broad,bullish,adoption,exchange reduces chain transaction fees
10574,1,macro,neutral,macro-policy,Fed chair notes inflation-path uncertainty
10575,1,macro,neutral,macro-policy,Fed chair reassurance after rate cut
